episode,state,next_state,time_index,time
2,"(6, 0)","(7, 0)",9,0.00048804283142089844
2,"(7, 0)","(8, 0)",10,0.0005183219909667969
2,"(8, 0)","(7, 0)",11,0.0005614757537841797
2,"(7, 0)","(7, 1)",12,0.0006048679351806641
2,"(7, 1)","(7, 0)",13,0.0006413459777832031
2,"(7, 0)","(7, 1)",14,0.0006732940673828125
2,"(7, 1)","(7, 2)",15,0.0007021427154541016
2,"(7, 2)","(8, 2)",16,0.0007452964782714844
2,"(8, 2)","(9, 2)",17,0.0007679462432861328
2,"(9, 2)","(10, 2)",18,0.0007905960083007812
2,"(10, 2)","(11, 2)",19,0.00083160400390625
2,"(11, 2)","(11, 2)",20,0.0008797645568847656
2,"(11, 2)","(11, 3)",21,0.0009028911590576172
3,"(0, 3)","(0, 2)",0,8.082389831542969e-05
3,"(0, 2)","(1, 2)",1,0.0002455711364746094
3,"(1, 2)","(2, 2)",2,0.0003025531768798828
3,"(2, 2)","(3, 2)",3,0.00034308433532714844
3,"(3, 2)","(4, 2)",4,0.0004100799560546875
3,"(4, 2)","(5, 2)",5,0.0004553794860839844
3,"(5, 2)","(6, 2)",6,0.000499725341796875
3,"(6, 2)","(5, 2)",7,0.0005781650543212891
3,"(5, 2)","(6, 2)",8,0.0006356239318847656
3,"(6, 2)","(7, 2)",9,0.0006940364837646484
3,"(7, 2)","(0, 3)",10,0.0007655620574951172
3,"(0, 3)","(0, 2)",11,0.0008118152618408203
3,"(0, 2)","(0, 1)",12,0.0008699893951416016
3,"(0, 1)","(1, 1)",13,0.0009326934814453125
3,"(1, 1)","(2, 1)",14,0.000982046127319336
3,"(2, 1)","(2, 2)",15,0.0010538101196289062
3,"(2, 2)","(3, 2)",16,0.0011017322540283203
3,"(3, 2)","(2, 2)",17,0.0011620521545410156
3,"(2, 2)","(3, 2)",18,0.0012247562408447266
3,"(3, 2)","(4, 2)",19,0.0012736320495605469
3,"(4, 2)","(3, 2)",20,0.0013387203216552734
3,"(3, 2)","(4, 2)",21,0.0016396045684814453
3,"(4, 2)","(5, 2)",22,0.001771688461303711
3,"(5, 2)","(6, 2)",23,0.0018889904022216797
3,"(6, 2)","(0, 3)",24,0.0020751953125
3,"(0, 3)","(0, 3)",25,0.0022344589233398438
3,"(0, 3)","(0, 2)",26,0.002372264862060547
3,"(0, 2)","(0, 3)",27,0.0025277137756347656
3,"(0, 3)","(0, 3)",28,0.0026793479919433594
3,"(0, 3)","(0, 3)",29,0.002828836441040039
3,"(0, 3)","(0, 2)",30,0.002989530563354492
3,"(0, 2)","(1, 2)",31,0.0031371116638183594
3,"(1, 2)","(0, 2)",32,0.003286600112915039
3,"(0, 2)","(1, 2)",33,0.0034911632537841797
3,"(1, 2)","(1, 1)",34,0.0036923885345458984
3,"(1, 1)","(1, 2)",35,0.0038323402404785156
3,"(1, 2)","(1, 1)",36,0.003949403762817383
3,"(1, 1)","(2, 1)",37,0.004058122634887695
3,"(2, 1)","(2, 0)",38,0.004148244857788086
3,"(2, 0)","(1, 0)",39,0.004312276840209961
3,"(1, 0)","(1, 0)",40,0.004658222198486328
3,"(1, 0)","(2, 0)",41,0.0048809051513671875
3,"(2, 0)","(2, 1)",42,0.005136966705322266
3,"(2, 1)","(2, 0)",43,0.0052988529205322266
3,"(2, 0)","(1, 0)",44,0.005455493927001953
3,"(1, 0)","(1, 1)",45,0.005692005157470703
3,"(1, 1)","(1, 0)",46,0.005941629409790039
3,"(1, 0)","(1, 1)",47,0.006148099899291992
3,"(1, 1)","(2, 1)",48,0.0065839290618896484
3,"(2, 1)","(2, 2)",49,0.00713348388671875
3,"(2, 2)","(3, 2)",50,0.007528543472290039
3,"(3, 2)","(0, 3)",51,0.007832527160644531
3,"(0, 3)","(0, 3)",52,0.008029937744140625
3,"(0, 3)","(0, 2)",53,0.00817418098449707
3,"(0, 2)","(1, 2)",54,0.009173870086669922
3,"(1, 2)","(2, 2)",55,0.009927511215209961
3,"(2, 2)","(0, 3)",56,0.010099172592163086
3,"(0, 3)","(0, 3)",57,0.010171890258789062
3,"(0, 3)","(0, 3)",58,0.01025080680847168
3,"(0, 3)","(0, 2)",59,0.010303735733032227
3,"(0, 2)","(1, 2)",60,0.010351896286010742
3,"(1, 2)","(0, 3)",61,0.010434627532958984
3,"(0, 3)","(0, 3)",62,0.01051020622253418
3,"(0, 3)","(0, 2)",63,0.010570287704467773
3,"(0, 2)","(1, 2)",64,0.01059865951538086
3,"(1, 2)","(2, 2)",65,0.010622739791870117
3,"(2, 2)","(0, 3)",66,0.010656118392944336
3,"(0, 3)","(0, 3)",67,0.01070261001586914
3,"(0, 3)","(0, 2)",68,0.010725736618041992
3,"(0, 2)","(0, 3)",69,0.01075434684753418
3,"(0, 3)","(0, 2)",70,0.01078033447265625
3,"(0, 2)","(0, 3)",71,0.01081705093383789
3,"(0, 3)","(0, 3)",72,0.010892152786254883
3,"(0, 3)","(0, 3)",73,0.010965347290039062
3,"(0, 3)","(0, 2)",74,0.011041641235351562
3,"(0, 2)","(0, 1)",75,0.011106014251708984
3,"(0, 1)","(1, 1)",76,0.011200666427612305
3,"(1, 1)","(2, 1)",77,0.011273384094238281
3,"(2, 1)","(3, 1)",78,0.011504650115966797
3,"(3, 1)","(4, 1)",79,0.011833667755126953
3,"(4, 1)","(4, 2)",80,0.011949539184570312
3,"(4, 2)","(5, 2)",81,0.012026786804199219
3,"(5, 2)","(5, 1)",82,0.012173891067504883
3,"(5, 1)","(5, 0)",83,0.012238502502441406
3,"(5, 0)","(6, 0)",84,0.01248931884765625
3,"(6, 0)","(6, 1)",85,0.012609720230102539
3,"(6, 1)","(7, 1)",86,0.012660980224609375
3,"(7, 1)","(8, 1)",87,0.012740612030029297
3,"(8, 1)","(9, 1)",88,0.012799978256225586
3,"(9, 1)","(10, 1)",89,0.012844085693359375
3,"(10, 1)","(11, 1)",90,0.01293635368347168
3,"(11, 1)","(11, 0)",91,0.013004302978515625
3,"(11, 0)","(11, 0)",92,0.01306915283203125
3,"(11, 0)","(10, 0)",93,0.013135910034179688
3,"(10, 0)","(10, 1)",94,0.013215065002441406
3,"(10, 1)","(9, 1)",95,0.013273954391479492
3,"(9, 1)","(10, 1)",96,0.013323068618774414
3,"(10, 1)","(10, 2)",97,0.013366222381591797
3,"(10, 2)","(11, 2)",98,0.013407230377197266
3,"(11, 2)","(11, 3)",99,0.013443708419799805
4,"(0, 3)","(0, 2)",0,0.00010657310485839844
4,"(0, 2)","(1, 2)",1,0.0003170967102050781
4,"(1, 2)","(0, 2)",2,0.00041222572326660156
4,"(0, 2)","(1, 2)",3,0.0004608631134033203
4,"(1, 2)","(2, 2)",4,0.0005068778991699219
4,"(2, 2)","(3, 2)",5,0.0005538463592529297
4,"(3, 2)","(4, 2)",6,0.0005972385406494141
4,"(4, 2)","(5, 2)",7,0.0006475448608398438
4,"(5, 2)","(6, 2)",8,0.0007073879241943359
4,"(6, 2)","(7, 2)",9,0.0007548332214355469
4,"(7, 2)","(0, 3)",10,0.0008094310760498047
4,"(0, 3)","(0, 3)",11,0.0008616447448730469
4,"(0, 3)","(0, 2)",12,0.0009057521820068359
4,"(0, 2)","(1, 2)",13,0.0009582042694091797
4,"(1, 2)","(2, 2)",14,0.0010004043579101562
4,"(2, 2)","(3, 2)",15,0.0010433197021484375
4,"(3, 2)","(3, 1)",16,0.0011029243469238281
4,"(3, 1)","(4, 1)",17,0.0011501312255859375
4,"(4, 1)","(4, 2)",18,0.0012042522430419922
4,"(4, 2)","(0, 3)",19,0.0012705326080322266
4,"(0, 3)","(0, 2)",20,0.001318216323852539
4,"(0, 2)","(1, 2)",21,0.0013616085052490234
4,"(1, 2)","(0, 2)",22,0.0014209747314453125
4,"(0, 2)","(0, 1)",23,0.0014765262603759766
4,"(0, 1)","(0, 1)",24,0.0015311241149902344
4,"(0, 1)","(0, 2)",25,0.001577615737915039
4,"(0, 2)","(1, 2)",26,0.0016226768493652344
4,"(1, 2)","(0, 2)",27,0.001688241958618164
4,"(0, 2)","(1, 2)",28,0.001739501953125
4,"(1, 2)","(0, 2)",29,0.0018010139465332031
4,"(0, 2)","(1, 2)",30,0.001848459243774414
4,"(1, 2)","(2, 2)",31,0.0019059181213378906
4,"(2, 2)","(2, 1)",32,0.001971721649169922
4,"(2, 1)","(1, 1)",33,0.002089262008666992
4,"(1, 1)","(2, 1)",34,0.0021469593048095703
4,"(2, 1)","(3, 1)",35,0.002193927764892578
4,"(3, 1)","(2, 1)",36,0.0022640228271484375
4,"(2, 1)","(2, 2)",37,0.002342700958251953
4,"(2, 2)","(2, 1)",38,0.0024297237396240234
4,"(2, 1)","(1, 1)",39,0.0025141239166259766
4,"(1, 1)","(1, 2)",40,0.002603292465209961
4,"(1, 2)","(1, 1)",41,0.002687215805053711
4,"(1, 1)","(2, 1)",42,0.002931356430053711
4,"(2, 1)","(3, 1)",43,0.0031239986419677734
4,"(3, 1)","(4, 1)",44,0.003215312957763672
4,"(4, 1)","(3, 1)",45,0.0033462047576904297
4,"(3, 1)","(4, 1)",46,0.0034360885620117188
4,"(4, 1)","(4, 2)",47,0.0035555362701416016
4,"(4, 2)","(4, 1)",48,0.0036623477935791016
4,"(4, 1)","(5, 1)",49,0.0037899017333984375
4,"(5, 1)","(6, 1)",50,0.0040493011474609375
4,"(6, 1)","(6, 2)",51,0.004204511642456055
4,"(6, 2)","(7, 2)",52,0.0042667388916015625
4,"(7, 2)","(8, 2)",53,0.004397153854370117
4,"(8, 2)","(9, 2)",54,0.0045909881591796875
4,"(9, 2)","(10, 2)",55,0.004640340805053711
4,"(10, 2)","(11, 2)",56,0.004708528518676758
4,"(11, 2)","(11, 3)",57,0.004744529724121094
5,"(0, 3)","(0, 2)",0,3.552436828613281e-05
5,"(0, 2)","(1, 2)",1,8.20159912109375e-05
5,"(1, 2)","(0, 3)",2,0.00014829635620117188
5,"(0, 3)","(0, 3)",3,0.00018358230590820312
5,"(0, 3)","(0, 2)",4,0.00023508071899414062
5,"(0, 2)","(1, 2)",5,0.0002760887145996094
5,"(1, 2)","(2, 2)",6,0.00030040740966796875
5,"(2, 2)","(3, 2)",7,0.00032258033752441406
5,"(3, 2)","(4, 2)",8,0.00034332275390625
5,"(4, 2)","(5, 2)",9,0.00037980079650878906
5,"(5, 2)","(4, 2)",10,0.0004184246063232422
5,"(4, 2)","(4, 1)",11,0.0004525184631347656
5,"(4, 1)","(5, 1)",12,0.0004761219024658203
5,"(5, 1)","(6, 1)",13,0.0005056858062744141
5,"(6, 1)","(5, 1)",14,0.0005359649658203125
5,"(5, 1)","(5, 2)",15,0.0005588531494140625
5,"(5, 2)","(4, 2)",16,0.0005881786346435547
5,"(4, 2)","(5, 2)",17,0.0006172657012939453
5,"(5, 2)","(5, 1)",18,0.0006473064422607422
5,"(5, 1)","(5, 0)",19,0.0006780624389648438
5,"(5, 0)","(6, 0)",20,0.0007009506225585938
5,"(6, 0)","(7, 0)",21,0.000720977783203125
5,"(7, 0)","(7, 0)",22,0.0007412433624267578
5,"(7, 0)","(8, 0)",23,0.0007696151733398438
5,"(8, 0)","(9, 0)",24,0.0007917881011962891
5,"(9, 0)","(9, 1)",25,0.0008111000061035156
5,"(9, 1)","(10, 1)",26,0.0008308887481689453
5,"(10, 1)","(9, 1)",27,0.0008592605590820312
5,"(9, 1)","(9, 2)",28,0.0008885860443115234
5,"(9, 2)","(10, 2)",29,0.0009109973907470703
5,"(10, 2)","(9, 2)",30,0.0009386539459228516
5,"(9, 2)","(8, 2)",31,0.0009675025939941406
5,"(8, 2)","(9, 2)",32,0.0009891986846923828
5,"(9, 2)","(10, 2)",33,0.001008749008178711
5,"(10, 2)","(11, 2)",34,0.0010275840759277344
5,"(11, 2)","(11, 3)",35,0.0010442733764648438
6,"(0, 3)","(0, 2)",0,8.20159912109375e-05
6,"(0, 2)","(1, 2)",1,0.00022172927856445312
6,"(1, 2)","(2, 2)",2,0.0002589225769042969
6,"(2, 2)","(3, 2)",3,0.00029778480529785156
6,"(3, 2)","(3, 1)",4,0.0003383159637451172
6,"(3, 1)","(4, 1)",5,0.0003650188446044922
6,"(4, 1)","(5, 1)",6,0.0003871917724609375
6,"(5, 1)","(6, 1)",7,0.00040841102600097656
6,"(6, 1)","(7, 1)",8,0.0004432201385498047
6,"(7, 1)","(8, 1)",9,0.00047516822814941406
6,"(8, 1)","(9, 1)",10,0.000507354736328125
6,"(9, 1)","(10, 1)",11,0.0005309581756591797
6,"(10, 1)","(11, 1)",12,0.0005519390106201172
6,"(11, 1)","(11, 2)",13,0.0005848407745361328
6,"(11, 2)","(10, 2)",14,0.0006268024444580078
6,"(10, 2)","(0, 3)",15,0.0007352828979492188
6,"(0, 3)","(0, 2)",16,0.000827789306640625
6,"(0, 2)","(0, 2)",17,0.0008981227874755859
6,"(0, 2)","(1, 2)",18,0.0009655952453613281
6,"(1, 2)","(2, 2)",19,0.0010013580322265625
6,"(2, 2)","(2, 1)",20,0.001049041748046875
6,"(2, 1)","(2, 2)",21,0.001112222671508789
6,"(2, 2)","(1, 2)",22,0.0011518001556396484
6,"(1, 2)","(0, 3)",23,0.0011861324310302734
6,"(0, 3)","(0, 3)",24,0.0012276172637939453
6,"(0, 3)","(0, 2)",25,0.0012629032135009766
6,"(0, 2)","(1, 2)",26,0.0012900829315185547
6,"(1, 2)","(0, 2)",27,0.0013246536254882812
6,"(0, 2)","(0, 2)",28,0.0013630390167236328
6,"(0, 2)","(1, 2)",29,0.0013995170593261719
6,"(1, 2)","(1, 1)",30,0.0014302730560302734
6,"(1, 1)","(2, 1)",31,0.0014560222625732422
6,"(2, 1)","(3, 1)",32,0.0014910697937011719
6,"(3, 1)","(4, 1)",33,0.001537322998046875
6,"(4, 1)","(5, 1)",34,0.0015714168548583984
6,"(5, 1)","(6, 1)",35,0.001608133316040039
6,"(6, 1)","(7, 1)",36,0.0016925334930419922
6,"(7, 1)","(8, 1)",37,0.0017800331115722656
6,"(8, 1)","(8, 0)",38,0.0018181800842285156
6,"(8, 0)","(9, 0)",39,0.0018606185913085938
6,"(9, 0)","(10, 0)",40,0.0018885135650634766
6,"(10, 0)","(9, 0)",41,0.0019223690032958984
6,"(9, 0)","(10, 0)",42,0.0019791126251220703
6,"(10, 0)","(10, 1)",43,0.002077341079711914
6,"(10, 1)","(10, 0)",44,0.0022046566009521484
6,"(10, 0)","(10, 1)",45,0.002309083938598633
6,"(10, 1)","(9, 1)",46,0.0023941993713378906
6,"(9, 1)","(9, 0)",47,0.002613067626953125
6,"(9, 0)","(8, 0)",48,0.0029697418212890625
6,"(8, 0)","(9, 0)",49,0.0031998157501220703
6,"(9, 0)","(8, 0)",50,0.0033180713653564453
6,"(8, 0)","(8, 0)",51,0.003409862518310547
6,"(8, 0)","(9, 0)",52,0.0034608840942382812
6,"(9, 0)","(9, 1)",53,0.0035123825073242188
6,"(9, 1)","(9, 0)",54,0.003585338592529297
6,"(9, 0)","(10, 0)",55,0.0036318302154541016
6,"(10, 0)","(11, 0)",56,0.003685474395751953
6,"(11, 0)","(11, 1)",57,0.003726482391357422
6,"(11, 1)","(11, 2)",58,0.0037658214569091797
6,"(11, 2)","(11, 3)",59,0.0038373470306396484
7,"(0, 3)","(0, 3)",0,9.965896606445312e-05
7,"(0, 3)","(0, 3)",1,0.00023293495178222656
7,"(0, 3)","(0, 2)",2,0.00029850006103515625
7,"(0, 2)","(1, 2)",3,0.00034618377685546875
7,"(1, 2)","(2, 2)",4,0.0003743171691894531
7,"(2, 2)","(3, 2)",5,0.000396728515625
7,"(3, 2)","(4, 2)",6,0.0004169940948486328
7,"(4, 2)","(5, 2)",7,0.0004360675811767578
7,"(5, 2)","(0, 3)",8,0.00047326087951660156
7,"(0, 3)","(0, 3)",9,0.0005056858062744141
7,"(0, 3)","(0, 2)",10,0.0005383491516113281
7,"(0, 2)","(1, 2)",11,0.0005581378936767578
7,"(1, 2)","(2, 2)",12,0.0005769729614257812
7,"(2, 2)","(3, 2)",13,0.0005950927734375
7,"(3, 2)","(3, 1)",14,0.0006239414215087891
7,"(3, 1)","(3, 2)",15,0.0006453990936279297
7,"(3, 2)","(4, 2)",16,0.0006642341613769531
7,"(4, 2)","(0, 3)",17,0.0006923675537109375
7,"(0, 3)","(0, 2)",18,0.000713348388671875
7,"(0, 2)","(0, 3)",19,0.0007405281066894531
7,"(0, 3)","(0, 2)",20,0.0007617473602294922
7,"(0, 2)","(1, 2)",21,0.0007808208465576172
7,"(1, 2)","(2, 2)",22,0.0008001327514648438
7,"(2, 2)","(3, 2)",23,0.0008194446563720703
7,"(3, 2)","(3, 1)",24,0.0008482933044433594
7,"(3, 1)","(2, 1)",25,0.0008780956268310547
7,"(2, 1)","(3, 1)",26,0.0009076595306396484
7,"(3, 1)","(4, 1)",27,0.0009372234344482422
7,"(4, 1)","(4, 0)",28,0.0009672641754150391
7,"(4, 0)","(4, 0)",29,0.0009968280792236328
7,"(4, 0)","(5, 0)",30,0.0010187625885009766
7,"(5, 0)","(6, 0)",31,0.0010485649108886719
7,"(6, 0)","(5, 0)",32,0.0010783672332763672
7,"(5, 0)","(6, 0)",33,0.001100778579711914
7,"(6, 0)","(7, 0)",34,0.0011203289031982422
7,"(7, 0)","(8, 0)",35,0.0011396408081054688
7,"(8, 0)","(9, 0)",36,0.0011644363403320312
7,"(9, 0)","(10, 0)",37,0.0011837482452392578
7,"(10, 0)","(11, 0)",38,0.0012025833129882812
7,"(11, 0)","(11, 1)",39,0.001220703125
7,"(11, 1)","(11, 2)",40,0.0012409687042236328
7,"(11, 2)","(10, 2)",41,0.0012691020965576172
7,"(10, 2)","(9, 2)",42,0.0012981891632080078
7,"(9, 2)","(10, 2)",43,0.0013196468353271484
7,"(10, 2)","(10, 1)",44,0.0013473033905029297
7,"(10, 1)","(10, 2)",45,0.0013685226440429688
7,"(10, 2)","(11, 2)",46,0.0013959407806396484
7,"(11, 2)","(10, 2)",47,0.0014243125915527344
7,"(10, 2)","(0, 3)",48,0.0014529228210449219
7,"(0, 3)","(0, 2)",49,0.001474618911743164
7,"(0, 2)","(1, 2)",50,0.001493692398071289
7,"(1, 2)","(0, 2)",51,0.001520395278930664
7,"(0, 2)","(0, 2)",52,0.0015492439270019531
7,"(0, 2)","(1, 2)",53,0.0015711784362792969
7,"(1, 2)","(2, 2)",54,0.0015904903411865234
7,"(2, 2)","(1, 2)",55,0.001617431640625
7,"(1, 2)","(2, 2)",56,0.0016384124755859375
7,"(2, 2)","(1, 2)",57,0.0016646385192871094
7,"(1, 2)","(2, 2)",58,0.0016922950744628906
7,"(2, 2)","(3, 2)",59,0.0017130374908447266
7,"(3, 2)","(4, 2)",60,0.0017313957214355469
7,"(4, 2)","(5, 2)",61,0.0017499923706054688
7,"(5, 2)","(6, 2)",62,0.0017817020416259766
7,"(6, 2)","(7, 2)",63,0.0018110275268554688
7,"(7, 2)","(8, 2)",64,0.001833200454711914
7,"(8, 2)","(8, 1)",65,0.0018618106842041016
7,"(8, 1)","(8, 2)",66,0.0018832683563232422
7,"(8, 2)","(9, 2)",67,0.0019102096557617188
7,"(9, 2)","(10, 2)",68,0.0019311904907226562
7,"(10, 2)","(11, 2)",69,0.0019576549530029297
7,"(11, 2)","(11, 1)",70,0.001986265182495117
7,"(11, 1)","(11, 2)",71,0.002007722854614258
7,"(11, 2)","(11, 3)",72,0.0020318031311035156
8,"(0, 3)","(0, 2)",0,0.00010323524475097656
8,"(0, 2)","(0, 1)",1,0.0002808570861816406
8,"(0, 1)","(1, 1)",2,0.0003349781036376953
8,"(1, 1)","(1, 0)",3,0.00037407875061035156
8,"(1, 0)","(2, 0)",4,0.0004057884216308594
8,"(2, 0)","(3, 0)",5,0.0004317760467529297
8,"(3, 0)","(3, 0)",6,0.0004887580871582031
8,"(3, 0)","(2, 0)",7,0.0005409717559814453
8,"(2, 0)","(3, 0)",8,0.0005931854248046875
8,"(3, 0)","(3, 1)",9,0.0006456375122070312
8,"(3, 1)","(3, 0)",10,0.0007026195526123047
8,"(3, 0)","(3, 1)",11,0.0008115768432617188
8,"(3, 1)","(4, 1)",12,0.000865936279296875
8,"(4, 1)","(5, 1)",13,0.0009214878082275391
8,"(5, 1)","(4, 1)",14,0.0010175704956054688
8,"(4, 1)","(4, 2)",15,0.0011255741119384766
8,"(4, 2)","(5, 2)",16,0.001190185546875
8,"(5, 2)","(6, 2)",17,0.0012698173522949219
8,"(6, 2)","(0, 3)",18,0.0013699531555175781
8,"(0, 3)","(0, 2)",19,0.001482248306274414
8,"(0, 2)","(0, 2)",20,0.0015642642974853516
8,"(0, 2)","(0, 1)",21,0.0016095638275146484
8,"(0, 1)","(0, 0)",22,0.0016434192657470703
8,"(0, 0)","(0, 0)",23,0.001682281494140625
8,"(0, 0)","(0, 0)",24,0.0017457008361816406
8,"(0, 0)","(0, 0)",25,0.0017864704132080078
8,"(0, 0)","(1, 0)",26,0.0018191337585449219
8,"(1, 0)","(1, 1)",27,0.0018610954284667969
8,"(1, 1)","(1, 2)",28,0.0019288063049316406
8,"(1, 2)","(2, 2)",29,0.0019638538360595703
8,"(2, 2)","(3, 2)",30,0.001990795135498047
8,"(3, 2)","(4, 2)",31,0.0020356178283691406
8,"(4, 2)","(0, 3)",32,0.002093076705932617
8,"(0, 3)","(0, 2)",33,0.002129793167114258
8,"(0, 2)","(1, 2)",34,0.002161264419555664
