episode,state,next_state,time_index,time
137,"(1, 1)","(1, 0)",23,0.0006771087646484375
137,"(1, 0)","(2, 0)",24,0.0006973743438720703
137,"(2, 0)","(2, 1)",25,0.0007219314575195312
137,"(2, 1)","(3, 1)",26,0.0007474422454833984
137,"(3, 1)","(4, 1)",27,0.0008044242858886719
137,"(4, 1)","(4, 2)",28,0.0008723735809326172
137,"(4, 2)","(5, 2)",29,0.0009250640869140625
137,"(5, 2)","(6, 2)",30,0.0009729862213134766
137,"(6, 2)","(7, 2)",31,0.0010128021240234375
137,"(7, 2)","(8, 2)",32,0.0010700225830078125
137,"(8, 2)","(9, 2)",33,0.0011723041534423828
137,"(9, 2)","(8, 2)",34,0.0012564659118652344
137,"(8, 2)","(9, 2)",35,0.001308441162109375
137,"(9, 2)","(10, 2)",36,0.0013499259948730469
137,"(10, 2)","(11, 2)",37,0.0014066696166992188
137,"(11, 2)","(11, 3)",38,0.0014345645904541016
138,"(0, 3)","(0, 2)",0,3.504753112792969e-05
138,"(0, 2)","(0, 2)",1,9.775161743164062e-05
138,"(0, 2)","(1, 2)",2,0.00012445449829101562
138,"(1, 2)","(2, 2)",3,0.00014519691467285156
138,"(2, 2)","(3, 2)",4,0.0001628398895263672
138,"(3, 2)","(3, 1)",5,0.0001914501190185547
138,"(3, 1)","(4, 1)",6,0.00021123886108398438
138,"(4, 1)","(4, 0)",7,0.0002377033233642578
138,"(4, 0)","(5, 0)",8,0.0002570152282714844
138,"(5, 0)","(5, 0)",9,0.00028324127197265625
138,"(5, 0)","(5, 0)",10,0.00030922889709472656
138,"(5, 0)","(6, 0)",11,0.0003311634063720703
138,"(6, 0)","(5, 0)",12,0.0003905296325683594
138,"(5, 0)","(6, 0)",13,0.00042724609375
138,"(6, 0)","(6, 1)",14,0.00046539306640625
138,"(6, 1)","(7, 1)",15,0.0004961490631103516
138,"(7, 1)","(7, 2)",16,0.0005171298980712891
138,"(7, 2)","(8, 2)",17,0.0005362033843994141
138,"(8, 2)","(9, 2)",18,0.0005612373352050781
138,"(9, 2)","(0, 3)",19,0.0005877017974853516
138,"(0, 3)","(0, 2)",20,0.0006072521209716797
138,"(0, 2)","(1, 2)",21,0.0006318092346191406
138,"(1, 2)","(0, 2)",22,0.0006561279296875
138,"(0, 2)","(1, 2)",23,0.0006754398345947266
138,"(1, 2)","(2, 2)",24,0.0006995201110839844
138,"(2, 2)","(3, 2)",25,0.0007238388061523438
138,"(3, 2)","(4, 2)",26,0.0007421970367431641
138,"(4, 2)","(5, 2)",27,0.0007586479187011719
138,"(5, 2)","(6, 2)",28,0.0007746219635009766
138,"(6, 2)","(5, 2)",29,0.0007982254028320312
138,"(5, 2)","(0, 3)",30,0.0008223056793212891
138,"(0, 3)","(0, 2)",31,0.0008404254913330078
138,"(0, 2)","(1, 2)",32,0.0008642673492431641
138,"(1, 2)","(1, 1)",33,0.0008897781372070312
138,"(1, 1)","(2, 1)",34,0.0009140968322753906
138,"(2, 1)","(2, 0)",35,0.0009386539459228516
138,"(2, 0)","(3, 0)",36,0.0009572505950927734
138,"(3, 0)","(3, 0)",37,0.0009810924530029297
138,"(3, 0)","(3, 1)",38,0.0010097026824951172
138,"(3, 1)","(4, 1)",39,0.0010292530059814453
138,"(4, 1)","(4, 2)",40,0.0010530948638916016
138,"(4, 2)","(5, 2)",41,0.0010716915130615234
138,"(5, 2)","(0, 3)",42,0.0010950565338134766
138,"(0, 3)","(0, 2)",43,0.0011131763458251953
138,"(0, 2)","(1, 2)",44,0.0011298656463623047
138,"(1, 2)","(2, 2)",45,0.0011527538299560547
138,"(2, 2)","(1, 2)",46,0.001177072525024414
138,"(1, 2)","(2, 2)",47,0.0011954307556152344
138,"(2, 2)","(3, 2)",48,0.0012118816375732422
138,"(3, 2)","(4, 2)",49,0.0012280941009521484
138,"(4, 2)","(5, 2)",50,0.0012440681457519531
138,"(5, 2)","(0, 3)",51,0.0012671947479248047
138,"(0, 3)","(0, 2)",52,0.0012924671173095703
138,"(0, 2)","(1, 2)",53,0.0013108253479003906
138,"(1, 2)","(2, 2)",54,0.0013315677642822266
138,"(2, 2)","(2, 1)",55,0.0013871192932128906
138,"(2, 1)","(3, 1)",56,0.001413106918334961
138,"(3, 1)","(3, 0)",57,0.0014405250549316406
138,"(3, 0)","(2, 0)",58,0.001466989517211914
138,"(2, 0)","(3, 0)",59,0.0014870166778564453
138,"(3, 0)","(4, 0)",60,0.001504659652709961
138,"(4, 0)","(5, 0)",61,0.001522064208984375
138,"(5, 0)","(6, 0)",62,0.0015459060668945312
138,"(6, 0)","(7, 0)",63,0.0015759468078613281
138,"(7, 0)","(8, 0)",64,0.0015959739685058594
138,"(8, 0)","(9, 0)",65,0.0016131401062011719
138,"(9, 0)","(9, 1)",66,0.0016369819641113281
138,"(9, 1)","(9, 2)",67,0.0016553401947021484
138,"(9, 2)","(10, 2)",68,0.0016722679138183594
138,"(10, 2)","(10, 1)",69,0.0016963481903076172
138,"(10, 1)","(10, 2)",70,0.0017142295837402344
138,"(10, 2)","(11, 2)",71,0.0017380714416503906
138,"(11, 2)","(11, 3)",72,0.0017549991607666016
139,"(0, 3)","(0, 3)",0,4.863739013671875e-05
139,"(0, 3)","(0, 3)",1,9.655952453613281e-05
139,"(0, 3)","(0, 2)",2,0.00012755393981933594
139,"(0, 2)","(1, 2)",3,0.000152587890625
139,"(1, 2)","(1, 1)",4,0.000179290771484375
139,"(1, 1)","(1, 0)",5,0.00020623207092285156
139,"(1, 0)","(2, 0)",6,0.00022649765014648438
139,"(2, 0)","(3, 0)",7,0.00025153160095214844
139,"(3, 0)","(4, 0)",8,0.0002713203430175781
139,"(4, 0)","(5, 0)",9,0.00028967857360839844
139,"(5, 0)","(6, 0)",10,0.0003066062927246094
139,"(6, 0)","(7, 0)",11,0.0003230571746826172
139,"(7, 0)","(7, 0)",12,0.00034737586975097656
139,"(7, 0)","(8, 0)",13,0.00036525726318359375
139,"(8, 0)","(8, 1)",14,0.00038886070251464844
139,"(8, 1)","(9, 1)",15,0.0004127025604248047
139,"(9, 1)","(9, 2)",16,0.00043892860412597656
139,"(9, 2)","(10, 2)",17,0.00046563148498535156
139,"(10, 2)","(11, 2)",18,0.0004985332489013672
139,"(11, 2)","(11, 3)",19,0.0005242824554443359
140,"(0, 3)","(0, 2)",0,3.8623809814453125e-05
140,"(0, 2)","(0, 2)",1,0.00011467933654785156
140,"(0, 2)","(0, 1)",2,0.0001494884490966797
140,"(0, 1)","(1, 1)",3,0.00017309188842773438
140,"(1, 1)","(2, 1)",4,0.00019240379333496094
140,"(2, 1)","(2, 2)",5,0.00021910667419433594
140,"(2, 2)","(3, 2)",6,0.00023984909057617188
140,"(3, 2)","(4, 2)",7,0.0002570152282714844
140,"(4, 2)","(4, 1)",8,0.00028204917907714844
140,"(4, 1)","(5, 1)",9,0.0003085136413574219
140,"(5, 1)","(6, 1)",10,0.00032782554626464844
140,"(6, 1)","(6, 0)",11,0.00037741661071777344
140,"(6, 0)","(6, 1)",12,0.0004398822784423828
140,"(6, 1)","(6, 0)",13,0.0005035400390625
140,"(6, 0)","(7, 0)",14,0.0005588531494140625
140,"(7, 0)","(7, 0)",15,0.0005946159362792969
140,"(7, 0)","(8, 0)",16,0.0006504058837890625
140,"(8, 0)","(8, 0)",17,0.0006949901580810547
140,"(8, 0)","(9, 0)",18,0.0007545948028564453
140,"(9, 0)","(10, 0)",19,0.0007996559143066406
140,"(10, 0)","(9, 0)",20,0.0008480548858642578
140,"(9, 0)","(9, 0)",21,0.0008981227874755859
140,"(9, 0)","(10, 0)",22,0.0009555816650390625
140,"(10, 0)","(11, 0)",23,0.00101470947265625
140,"(11, 0)","(11, 1)",24,0.0010592937469482422
140,"(11, 1)","(11, 2)",25,0.0011138916015625
140,"(11, 2)","(11, 2)",26,0.0011644363403320312
140,"(11, 2)","(11, 3)",27,0.0012090206146240234
141,"(0, 3)","(0, 3)",0,5.698204040527344e-05
141,"(0, 3)","(0, 3)",1,0.00011324882507324219
141,"(0, 3)","(0, 2)",2,0.00014090538024902344
141,"(0, 2)","(0, 2)",3,0.00016880035400390625
141,"(0, 2)","(1, 2)",4,0.0001971721649169922
141,"(1, 2)","(2, 2)",5,0.000217437744140625
141,"(2, 2)","(3, 2)",6,0.000244140625
141,"(3, 2)","(4, 2)",7,0.0002639293670654297
141,"(4, 2)","(5, 2)",8,0.0002849102020263672
141,"(5, 2)","(6, 2)",9,0.0003025531768798828
141,"(6, 2)","(7, 2)",10,0.0003197193145751953
141,"(7, 2)","(8, 2)",11,0.00033664703369140625
141,"(8, 2)","(9, 2)",12,0.0003535747528076172
141,"(9, 2)","(10, 2)",13,0.000370025634765625
141,"(10, 2)","(9, 2)",14,0.0003948211669921875
141,"(9, 2)","(9, 1)",15,0.00042176246643066406
141,"(9, 1)","(8, 1)",16,0.00048089027404785156
141,"(8, 1)","(9, 1)",17,0.0005288124084472656
141,"(9, 1)","(8, 1)",18,0.0006022453308105469
141,"(8, 1)","(8, 2)",19,0.0006561279296875
141,"(8, 2)","(7, 2)",20,0.0007174015045166016
141,"(7, 2)","(8, 2)",21,0.0007839202880859375
141,"(8, 2)","(9, 2)",22,0.0008172988891601562
141,"(9, 2)","(8, 2)",23,0.0008509159088134766
141,"(8, 2)","(8, 1)",24,0.0008902549743652344
141,"(8, 1)","(9, 1)",25,0.000911712646484375
141,"(9, 1)","(10, 1)",26,0.0009305477142333984
141,"(10, 1)","(11, 1)",27,0.0009481906890869141
141,"(11, 1)","(11, 2)",28,0.0009667873382568359
141,"(11, 2)","(11, 1)",29,0.0009932518005371094
141,"(11, 1)","(11, 2)",30,0.0010161399841308594
141,"(11, 2)","(11, 3)",31,0.001035928726196289
142,"(0, 3)","(0, 2)",0,9.870529174804688e-05
142,"(0, 2)","(0, 3)",1,0.00020003318786621094
142,"(0, 3)","(0, 2)",2,0.0002396106719970703
142,"(0, 2)","(1, 2)",3,0.0002703666687011719
142,"(1, 2)","(2, 2)",4,0.00029087066650390625
142,"(2, 2)","(3, 2)",5,0.0003094673156738281
142,"(3, 2)","(3, 1)",6,0.00034546852111816406
142,"(3, 1)","(3, 0)",7,0.0004894733428955078
142,"(3, 0)","(4, 0)",8,0.0005488395690917969
142,"(4, 0)","(4, 1)",9,0.0006270408630371094
142,"(4, 1)","(5, 1)",10,0.00066375732421875
142,"(5, 1)","(6, 1)",11,0.0006849765777587891
142,"(6, 1)","(6, 0)",12,0.0007164478302001953
142,"(6, 0)","(7, 0)",13,0.0007371902465820312
142,"(7, 0)","(6, 0)",14,0.0007636547088623047
142,"(6, 0)","(7, 0)",15,0.0007829666137695312
142,"(7, 0)","(6, 0)",16,0.0008084774017333984
142,"(6, 0)","(7, 0)",17,0.0008275508880615234
142,"(7, 0)","(8, 0)",18,0.0008516311645507812
142,"(8, 0)","(8, 1)",19,0.0008769035339355469
142,"(8, 1)","(9, 1)",20,0.0008957386016845703
142,"(9, 1)","(10, 1)",21,0.0009136199951171875
142,"(10, 1)","(10, 2)",22,0.0009474754333496094
142,"(10, 2)","(11, 2)",23,0.000985860824584961
142,"(11, 2)","(11, 3)",24,0.0010399818420410156
143,"(0, 3)","(0, 2)",0,4.506111145019531e-05
143,"(0, 2)","(1, 2)",1,0.00011038780212402344
143,"(1, 2)","(2, 2)",2,0.00016260147094726562
143,"(2, 2)","(3, 2)",3,0.00021266937255859375
143,"(3, 2)","(4, 2)",4,0.00026226043701171875
143,"(4, 2)","(5, 2)",5,0.0003192424774169922
143,"(5, 2)","(5, 1)",6,0.0004093647003173828
143,"(5, 1)","(6, 1)",7,0.00046133995056152344
143,"(6, 1)","(7, 1)",8,0.0005114078521728516
143,"(7, 1)","(7, 0)",9,0.0005781650543212891
143,"(7, 0)","(8, 0)",10,0.000629425048828125
143,"(8, 0)","(9, 0)",11,0.0006816387176513672
143,"(9, 0)","(8, 0)",12,0.0007476806640625
143,"(8, 0)","(9, 0)",13,0.0007970333099365234
143,"(9, 0)","(8, 0)",14,0.0008685588836669922
143,"(8, 0)","(9, 0)",15,0.0009391307830810547
143,"(9, 0)","(9, 1)",16,0.0009887218475341797
143,"(9, 1)","(10, 1)",17,0.00103759765625
143,"(10, 1)","(11, 1)",18,0.0011010169982910156
143,"(11, 1)","(10, 1)",19,0.0011649131774902344
143,"(10, 1)","(10, 0)",20,0.001230478286743164
143,"(10, 0)","(9, 0)",21,0.0012943744659423828
143,"(9, 0)","(9, 1)",22,0.0013642311096191406
143,"(9, 1)","(9, 2)",23,0.0014142990112304688
143,"(9, 2)","(10, 2)",24,0.0014634132385253906
143,"(10, 2)","(10, 1)",25,0.0015287399291992188
143,"(10, 1)","(10, 2)",26,0.0015773773193359375
143,"(10, 2)","(11, 2)",27,0.0016257762908935547
143,"(11, 2)","(11, 3)",28,0.0016853809356689453
144,"(0, 3)","(0, 2)",0,3.933906555175781e-05
144,"(0, 2)","(1, 2)",1,0.00010204315185546875
144,"(1, 2)","(1, 1)",2,0.000179290771484375
144,"(1, 1)","(2, 1)",3,0.000255584716796875
144,"(2, 1)","(3, 1)",4,0.0003077983856201172
144,"(3, 1)","(4, 1)",5,0.00035762786865234375
144,"(4, 1)","(5, 1)",6,0.0004069805145263672
144,"(5, 1)","(6, 1)",7,0.0004737377166748047
144,"(6, 1)","(7, 1)",8,0.0005249977111816406
144,"(7, 1)","(8, 1)",9,0.000591278076171875
144,"(8, 1)","(9, 1)",10,0.0006432533264160156
144,"(9, 1)","(10, 1)",11,0.0006930828094482422
144,"(10, 1)","(11, 1)",12,0.0007393360137939453
144,"(11, 1)","(11, 0)",13,0.0008168220520019531
144,"(11, 0)","(10, 0)",14,0.0008833408355712891
144,"(10, 0)","(9, 0)",15,0.0009489059448242188
144,"(9, 0)","(10, 0)",16,0.0010006427764892578
144,"(10, 0)","(11, 0)",17,0.0010502338409423828
144,"(11, 0)","(11, 1)",18,0.0011005401611328125
144,"(11, 1)","(11, 2)",19,0.0011484622955322266
144,"(11, 2)","(11, 3)",20,0.0011906623840332031
145,"(0, 3)","(0, 3)",0,5.0067901611328125e-05
145,"(0, 3)","(0, 2)",1,9.441375732421875e-05
145,"(0, 2)","(0, 2)",2,0.00012755393981933594
145,"(0, 2)","(1, 2)",3,0.0001571178436279297
145,"(1, 2)","(0, 2)",4,0.00021529197692871094
145,"(0, 2)","(1, 2)",5,0.00024271011352539062
145,"(1, 2)","(2, 2)",6,0.00026345252990722656
145,"(2, 2)","(3, 2)",7,0.0002818107604980469
145,"(3, 2)","(4, 2)",8,0.0002999305725097656
145,"(4, 2)","(5, 2)",9,0.000316619873046875
145,"(5, 2)","(5, 1)",10,0.00034308433532714844
145,"(5, 1)","(4, 1)",11,0.0003688335418701172
145,"(4, 1)","(3, 1)",12,0.0003943443298339844
145,"(3, 1)","(4, 1)",13,0.00042939186096191406
145,"(4, 1)","(4, 2)",14,0.0004923343658447266
145,"(4, 2)","(5, 2)",15,0.0005240440368652344
145,"(5, 2)","(4, 2)",16,0.0005540847778320312
145,"(4, 2)","(3, 2)",17,0.0005831718444824219
145,"(3, 2)","(4, 2)",18,0.0006101131439208984
145,"(4, 2)","(4, 1)",19,0.0006363391876220703
145,"(4, 1)","(5, 1)",20,0.0006625652313232422
145,"(5, 1)","(5, 2)",21,0.0006825923919677734
145,"(5, 2)","(6, 2)",22,0.0007004737854003906
145,"(6, 2)","(7, 2)",23,0.0007181167602539062
145,"(7, 2)","(8, 2)",24,0.0007419586181640625
145,"(8, 2)","(9, 2)",25,0.0007588863372802734
145,"(9, 2)","(10, 2)",26,0.0007755756378173828
145,"(10, 2)","(0, 3)",27,0.00080108642578125
145,"(0, 3)","(0, 3)",28,0.0008270740509033203
145,"(0, 3)","(0, 2)",29,0.0008463859558105469
145,"(0, 2)","(0, 3)",30,0.0008699893951416016
145,"(0, 3)","(0, 2)",31,0.0008883476257324219
145,"(0, 2)","(0, 1)",32,0.0009126663208007812
145,"(0, 1)","(0, 0)",33,0.0009319782257080078
145,"(0, 0)","(1, 0)",34,0.0009493827819824219
145,"(1, 0)","(0, 0)",35,0.0009734630584716797
145,"(0, 0)","(1, 0)",36,0.0009925365447998047
145,"(1, 0)","(1, 0)",37,0.0010099411010742188
145,"(1, 0)","(2, 0)",38,0.0010266304016113281
145,"(2, 0)","(3, 0)",39,0.001043081283569336
145,"(3, 0)","(4, 0)",40,0.0010602474212646484
145,"(4, 0)","(3, 0)",41,0.0010845661163330078
145,"(3, 0)","(4, 0)",42,0.0011124610900878906
145,"(4, 0)","(4, 1)",43,0.0011382102966308594
145,"(4, 1)","(5, 1)",44,0.0011594295501708984
145,"(5, 1)","(6, 1)",45,0.0011801719665527344
145,"(6, 1)","(6, 0)",46,0.0012125968933105469
145,"(6, 0)","(6, 0)",47,0.0012464523315429688
145,"(6, 0)","(5, 0)",48,0.0013015270233154297
145,"(5, 0)","(6, 0)",49,0.0013232231140136719
145,"(6, 0)","(6, 0)",50,0.0013494491577148438
145,"(6, 0)","(7, 0)",51,0.0013692378997802734
145,"(7, 0)","(8, 0)",52,0.0013892650604248047
145,"(8, 0)","(9, 0)",53,0.0014400482177734375
145,"(9, 0)","(10, 0)",54,0.0014657974243164062
145,"(10, 0)","(9, 0)",55,0.001499176025390625
145,"(9, 0)","(10, 0)",56,0.0015273094177246094
145,"(10, 0)","(10, 1)",57,0.0015528202056884766
145,"(10, 1)","(11, 1)",58,0.0015990734100341797
145,"(11, 1)","(11, 2)",59,0.001636505126953125
145,"(11, 2)","(11, 2)",60,0.0016732215881347656
145,"(11, 2)","(11, 3)",61,0.0016973018646240234
146,"(0, 3)","(0, 2)",0,3.6716461181640625e-05
146,"(0, 2)","(1, 2)",1,0.00011444091796875
146,"(1, 2)","(0, 2)",2,0.00014901161193847656
146,"(0, 2)","(1, 2)",3,0.00018262863159179688
146,"(1, 2)","(2, 2)",4,0.00022172927856445312
146,"(2, 2)","(3, 2)",5,0.0002682209014892578
146,"(3, 2)","(4, 2)",6,0.00028896331787109375
146,"(4, 2)","(5, 2)",7,0.0003142356872558594
146,"(5, 2)","(6, 2)",8,0.0003685951232910156
146,"(6, 2)","(0, 3)",9,0.0004317760467529297
146,"(0, 3)","(0, 2)",10,0.0004699230194091797
146,"(0, 2)","(1, 2)",11,0.0005061626434326172
146,"(1, 2)","(1, 1)",12,0.000591278076171875
146,"(1, 1)","(2, 1)",13,0.0006451606750488281
146,"(2, 1)","(3, 1)",14,0.0006930828094482422
146,"(3, 1)","(4, 1)",15,0.0007402896881103516
146,"(4, 1)","(5, 1)",16,0.0007920265197753906
146,"(5, 1)","(6, 1)",17,0.0008244514465332031
146,"(6, 1)","(6, 2)",18,0.0008571147918701172
146,"(6, 2)","(7, 2)",19,0.0008800029754638672
146,"(7, 2)","(8, 2)",20,0.0009009838104248047
146,"(8, 2)","(9, 2)",21,0.0009210109710693359
146,"(9, 2)","(10, 2)",22,0.0009417533874511719
146,"(10, 2)","(0, 3)",23,0.0009748935699462891
146,"(0, 3)","(0, 3)",24,0.0010304450988769531
146,"(0, 3)","(0, 2)",25,0.001071929931640625
146,"(0, 2)","(0, 2)",26,0.001108407974243164
146,"(0, 2)","(0, 3)",27,0.0011658668518066406
146,"(0, 3)","(0, 3)",28,0.0011987686157226562
146,"(0, 3)","(0, 2)",29,0.0012240409851074219
146,"(0, 2)","(1, 2)",30,0.0012471675872802734
146,"(1, 2)","(2, 2)",31,0.0012691020965576172
146,"(2, 2)","(1, 2)",32,0.001310110092163086
146,"(1, 2)","(1, 1)",33,0.0013704299926757812
146,"(1, 1)","(2, 1)",34,0.0014026165008544922
146,"(2, 1)","(2, 2)",35,0.0014400482177734375
146,"(2, 2)","(2, 1)",36,0.0014905929565429688
146,"(2, 1)","(3, 1)",37,0.0015153884887695312
146,"(3, 1)","(3, 0)",38,0.00154876708984375
146,"(3, 0)","(4, 0)",39,0.0015764236450195312
146,"(4, 0)","(3, 0)",40,0.0016417503356933594
146,"(3, 0)","(3, 0)",41,0.001680612564086914
146,"(3, 0)","(4, 0)",42,0.0017077922821044922
146,"(4, 0)","(5, 0)",43,0.0017256736755371094
146,"(5, 0)","(6, 0)",44,0.001791238784790039
146,"(6, 0)","(6, 0)",45,0.0018224716186523438
146,"(6, 0)","(7, 0)",46,0.0018413066864013672
146,"(7, 0)","(7, 1)",47,0.0018656253814697266
146,"(7, 1)","(7, 2)",48,0.0018846988677978516
146,"(7, 2)","(8, 2)",49,0.0019006729125976562
146,"(8, 2)","(9, 2)",50,0.001917123794555664
146,"(9, 2)","(0, 3)",51,0.0019412040710449219
146,"(0, 3)","(0, 3)",52,0.001966238021850586
146,"(0, 3)","(0, 3)",53,0.001990795135498047
146,"(0, 3)","(0, 3)",54,0.0020143985748291016
146,"(0, 3)","(0, 2)",55,0.002032756805419922
146,"(0, 2)","(0, 1)",56,0.0020558834075927734
146,"(0, 1)","(0, 2)",57,0.0020797252655029297
146,"(0, 2)","(0, 3)",58,0.002102375030517578
146,"(0, 3)","(0, 2)",59,0.002120494842529297
146,"(0, 2)","(0, 1)",60,0.00214385986328125
146,"(0, 1)","(1, 1)",61,0.002162456512451172
146,"(1, 1)","(2, 1)",62,0.0021796226501464844
146,"(2, 1)","(3, 1)",63,0.002196073532104492
146,"(3, 1)","(4, 1)",64,0.0022182464599609375
146,"(4, 1)","(4, 0)",65,0.0022432804107666016
146,"(4, 0)","(5, 0)",66,0.0022687911987304688
146,"(5, 0)","(6, 0)",67,0.0022878646850585938
146,"(6, 0)","(7, 0)",68,0.0023047924041748047
146,"(7, 0)","(6, 0)",69,0.0023338794708251953
146,"(6, 0)","(7, 0)",70,0.002398252487182617
146,"(7, 0)","(6, 0)",71,0.0024955272674560547
146,"(6, 0)","(6, 0)",72,0.002556324005126953
146,"(6, 0)","(5, 0)",73,0.0026116371154785156
146,"(5, 0)","(5, 0)",74,0.002656221389770508
146,"(5, 0)","(6, 0)",75,0.002687692642211914
146,"(6, 0)","(6, 0)",76,0.0027201175689697266
146,"(6, 0)","(7, 0)",77,0.002747774124145508
146,"(7, 0)","(6, 0)",78,0.002875804901123047
146,"(6, 0)","(7, 0)",79,0.002969503402709961
146,"(7, 0)","(8, 0)",80,0.003041505813598633
146,"(8, 0)","(8, 0)",81,0.0031020641326904297
146,"(8, 0)","(8, 0)",82,0.003179311752319336
146,"(8, 0)","(8, 0)",83,0.0032482147216796875
146,"(8, 0)","(8, 1)",84,0.003330230712890625
146,"(8, 1)","(7, 1)",85,0.003397226333618164
146,"(7, 1)","(6, 1)",86,0.0034630298614501953
146,"(6, 1)","(7, 1)",87,0.003530263900756836
146,"(7, 1)","(8, 1)",88,0.003583669662475586
146,"(8, 1)","(8, 2)",89,0.003632783889770508
146,"(8, 2)","(9, 2)",90,0.0036885738372802734
146,"(9, 2)","(8, 2)",91,0.0037534236907958984
146,"(8, 2)","(9, 2)",92,0.003808259963989258
146,"(9, 2)","(10, 2)",93,0.003858804702758789
146,"(10, 2)","(0, 3)",94,0.00392460823059082
146,"(0, 3)","(0, 3)",95,0.0039904117584228516
146,"(0, 3)","(0, 2)",96,0.0040416717529296875
146,"(0, 2)","(1, 2)",97,0.004087924957275391
146,"(1, 2)","(2, 2)",98,0.00413823127746582
146,"(2, 2)","(3, 2)",99,0.004210472106933594
146,"(3, 2)","(4, 2)",100,0.0042612552642822266
146,"(4, 2)","(0, 3)",101,0.004336118698120117
146,"(0, 3)","(0, 2)",102,0.004387617111206055
146,"(0, 2)","(1, 2)",103,0.0044367313385009766
146,"(1, 2)","(2, 2)",104,0.0044858455657958984
146,"(2, 2)","(3, 2)",105,0.004534244537353516
146,"(3, 2)","(4, 2)",106,0.004599332809448242
146,"(4, 2)","(5, 2)",107,0.0046503543853759766
146,"(5, 2)","(6, 2)",108,0.004715681076049805
146,"(6, 2)","(7, 2)",109,0.004773616790771484
146,"(7, 2)","(7, 1)",110,0.004839181900024414
146,"(7, 1)","(8, 1)",111,0.0048885345458984375
146,"(8, 1)","(9, 1)",112,0.004952192306518555
146,"(9, 1)","(10, 1)",113,0.004999399185180664
146,"(10, 1)","(10, 2)",114,0.0050694942474365234
146,"(10, 2)","(11, 2)",115,0.005246877670288086
146,"(11, 2)","(11, 2)",116,0.005392313003540039
146,"(11, 2)","(11, 2)",117,0.005494117736816406
146,"(11, 2)","(11, 2)",118,0.005597829818725586
146,"(11, 2)","(11, 1)",119,0.005702018737792969
146,"(11, 1)","(11, 2)",120,0.0057637691497802734
146,"(11, 2)","(11, 3)",121,0.005811929702758789
147,"(0, 3)","(0, 3)",0,7.128715515136719e-05
147,"(0, 3)","(0, 2)",1,0.00014400482177734375
147,"(0, 2)","(0, 1)",2,0.00021529197692871094
147,"(0, 1)","(0, 1)",3,0.00026535987854003906
147,"(0, 1)","(0, 2)",4,0.00032806396484375
147,"(0, 2)","(0, 1)",5,0.00039267539978027344
147,"(0, 1)","(1, 1)",6,0.00045752525329589844
147,"(1, 1)","(1, 0)",7,0.0005075931549072266
147,"(1, 0)","(2, 0)",8,0.0005564689636230469
147,"(2, 0)","(2, 0)",9,0.0006058216094970703
147,"(2, 0)","(3, 0)",10,0.0006859302520751953
147,"(3, 0)","(4, 0)",11,0.0007367134094238281
147,"(4, 0)","(3, 0)",12,0.0007989406585693359
147,"(3, 0)","(3, 0)",13,0.0008642673492431641
147,"(3, 0)","(4, 0)",14,0.0009145736694335938
147,"(4, 0)","(5, 0)",15,0.0009748935699462891
147,"(5, 0)","(5, 0)",16,0.0010433197021484375
147,"(5, 0)","(6, 0)",17,0.0011074542999267578
147,"(6, 0)","(6, 0)",18,0.0011780261993408203
147,"(6, 0)","(6, 0)",19,0.00124359130859375
147,"(6, 0)","(6, 1)",20,0.0012922286987304688
147,"(6, 1)","(6, 2)",21,0.0013544559478759766
147,"(6, 2)","(7, 2)",22,0.0014033317565917969
147,"(7, 2)","(0, 3)",23,0.0014657974243164062
147,"(0, 3)","(0, 2)",24,0.0015146732330322266
147,"(0, 2)","(0, 2)",25,0.0015757083892822266
147,"(0, 2)","(1, 2)",26,0.0016252994537353516
147,"(1, 2)","(1, 1)",27,0.00171661376953125
147,"(1, 1)","(2, 1)",28,0.0017697811126708984
147,"(2, 1)","(3, 1)",29,0.0018193721771240234
147,"(3, 1)","(4, 1)",30,0.00186920166015625
147,"(4, 1)","(4, 0)",31,0.0019335746765136719
147,"(4, 0)","(4, 1)",32,0.001995086669921875
147,"(4, 1)","(5, 1)",33,0.002047300338745117
147,"(5, 1)","(6, 1)",34,0.002096414566040039
147,"(6, 1)","(6, 2)",35,0.002159595489501953
147,"(6, 2)","(7, 2)",36,0.0022101402282714844
147,"(7, 2)","(8, 2)",37,0.002280712127685547
147,"(8, 2)","(9, 2)",38,0.0023310184478759766
147,"(9, 2)","(10, 2)",39,0.0023796558380126953
147,"(10, 2)","(11, 2)",40,0.0024433135986328125
147,"(11, 2)","(11, 2)",41,0.002508401870727539
147,"(11, 2)","(10, 2)",42,0.0025708675384521484
147,"(10, 2)","(0, 3)",43,0.002634763717651367
147,"(0, 3)","(0, 3)",44,0.002706766128540039
147,"(0, 3)","(0, 3)",45,0.0027756690979003906
147,"(0, 3)","(0, 2)",46,0.0028405189514160156
147,"(0, 2)","(0, 2)",47,0.0029020309448242188
147,"(0, 2)","(0, 2)",48,0.0029642581939697266
147,"(0, 2)","(1, 2)",49,0.0030252933502197266
147,"(1, 2)","(2, 2)",50,0.0030906200408935547
147,"(2, 2)","(3, 2)",51,0.0031554698944091797
147,"(3, 2)","(4, 2)",52,0.0032062530517578125
147,"(4, 2)","(3, 2)",53,0.0032689571380615234
147,"(3, 2)","(3, 1)",54,0.003339529037475586
147,"(3, 1)","(4, 1)",55,0.003404378890991211
147,"(4, 1)","(5, 1)",56,0.003453969955444336
